filename,purpose,view,dimensions_or_viewBox,anchor_point,source_creator,license,status
sources/world/park-top.svg,park top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/paved-plaza-tilted.svg,paved plaza tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/paved-plaza-top.svg,paved plaza top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/river-edge-tilted.svg,river edge tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/river-edge-top.svg,river edge top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/river-water-tilted.svg,river water tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/river-water-top.svg,river water top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/road-corner-tilted.svg,road corner tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/road-corner-top.svg,road corner top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/road-intersection-tilted.svg,road intersection tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/road-intersection-top.svg,road intersection top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/road-straight-tilted.svg,road straight tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/road-straight-top.svg,road straight top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/shadow-canopy-tilted.svg,shadow canopy tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/shadow-canopy-top.svg,shadow canopy top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/shadow-furniture-tilted.svg,shadow furniture tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/shadow-furniture-top.svg,shadow furniture top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/shrub-01-tilted.svg,shrub 01 tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/shrub-01-top.svg,shrub 01 top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/shrub-02-tilted.svg,shrub 02 tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/shrub-02-top.svg,shrub 02 top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/sidewalk-tilted.svg,sidewalk tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/sidewalk-top.svg,sidewalk top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/streetlight-tilted.svg,streetlight tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/streetlight-top.svg,streetlight top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/tree-01-tilted.svg,tree 01 tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/tree-01-top.svg,tree 01 top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/tree-02-tilted.svg,tree 02 tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/tree-02-top.svg,tree 02 top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/tree-03-tilted.svg,tree 03 tilted,tilted,0 0 320 218,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
sources/world/tree-03-top.svg,tree 03 top,top,0 0 256 256,"top 128,128; tilted 160,148; see local manifest",Original project artwork; editable source under sources/,Project-owned; redistribution license not specified,final
previews/agent-01-style-v2.png,agent 01 style v2,both,1774x887,center,Built-in imagegen concept; no third-party image,Project-owned; redistribution license not specified,concept
previews/agent-02-map-reference.png,agent 02 map reference,both,1280x900,center,Original source-status layout; facts: gov.kz 2026 district-area notice; no boundary vector,Project-owned; redistribution license not specified,unverified
previews/agent-03-world.png,agent 03 world,both,1536x1024,center,Built-in imagegen concept; no third-party image,Project-owned; redistribution license not specified,concept
previews/agent-04-buildings-v2.png,agent 04 buildings v2,both,2169x725,center,Built-in imagegen concept; no third-party image,Project-owned; redistribution license not specified,concept
previews/agent-05-characters.png,agent 05 characters,both,1942x809,center,Built-in imagegen concept; no third-party image,Project-owned; redistribution license not specified,concept
previews/agent-06-vehicles-v2.png,agent 06 vehicles v2,both,1536x1024,center,Built-in imagegen concept; no third-party image,Project-owned; redistribution license not specified,concept
previews/agent-07-policies-M01-M07-v2.png,agent 07 policies M01 M07 v2,both,1916x821,center,Built-in imagegen concept; no third-party image,Project-owned; redistribution license not specified,concept
previews/agent-08-policies-M08-M14.png,agent 08 policies M08 M14,both,1659x948,center,Built-in imagegen concept; no third-party image,Project-owned; redistribution license not specified,concept
previews/agent-09-hud-icons.png,agent 09 hud icons,both,1536x1024,center,Built-in imagegen concept; no third-party image,Project-owned; redistribution license not specified,concept
previews/agent-10-effects.png,agent 10 effects,both,1774x887,center,Built-in imagegen concept; no third-party image,Project-owned; redistribution license not specified,concept
